"144. 26S proteasome regulatory subunit Mts4, putative [Penicillium digitatum Pd1]",XP_014533236.1,GI:953377935
145. ATP-dependent RNA helicase SUB2 [Penicillium digitatum Pd1],XP_014533397.1,GI:953378257
"146. ARP2/3 complex 20 kDa subunit (P20-ARC), putative [Penicillium digitatum Pd1]",XP_014533427.1,GI:953378317
"147. Acetylglutamate kinase, putative [Penicillium digitatum Pd1]",XP_014533456.1,GI:953378375
"148. T-complex protein 1, beta subunit, putative [Penicillium digitatum Pd1]",XP_014533511.1,GI:953378485
"149. RNA helicase (Dbp), putative [Penicillium digitatum Pd1]",XP_014533615.1,GI:953378693
"150. 40S ribosomal protein Rps16, putative [Penicillium digitatum Pd1]",XP_014533618.1,GI:953378699
"151. COPI vesicle coat beta' subunit, putative [Penicillium digitatum Pd1]",XP_014533630.1,GI:953378723
152. 40S ribosomal protein S14 (CRP2) [Penicillium digitatum Pd1],XP_014533644.1,GI:953378751
153. Eukaryotic translation initiation factor 3 subunit L [Penicillium digitatum Pd1],XP_014533648.1,GI:953378759
154. Tor [Penicillium digitatum Pd1],XP_014533654.1,GI:953378771
"155. Carbamoyl-phosphate synthase, large subunit [Penicillium digitatum Pd1]",XP_014533685.1,GI:953378833
156. hypothetical protein PDIP_65130 [Penicillium digitatum Pd1],XP_014533739.1,GI:953378941
157. Histone H2A [Penicillium digitatum Pd1],XP_014533779.1,GI:953379021
158. 60S ribosomal protein L30-2 [Penicillium digitatum Pd1],XP_014534067.1,GI:953379597
"159. Arginine biosynthesis bifunctional protein ArgJ, mitochondrial [Penicillium digitatum Pd1]",XP_014534213.1,GI:953379889
"160. ABC metal ion transporter, putative [Penicillium digitatum Pd1]",XP_014534228.1,GI:953379919
"161. Ribosome biogenesis ABC transporter Arb1, putative [Penicillium digitatum Pd1]",XP_014534303.1,GI:953380069
"162. Proteasome regulatory particle subunit Rpt2, putative [Penicillium digitatum Pd1]",XP_014534306.1,GI:953380075
"163. Succinyl-CoA synthetase alpha subunit, putative [Penicillium digitatum Pd1]",XP_014534414.1,GI:953380291
164. H/ACA ribonucleoprotein complex subunit 1 [Penicillium digitatum Pd1],XP_014534670.1,GI:953380803
165. G-protein comlpex beta subunit CpcB [Penicillium digitatum Pd1],XP_014534730.1,GI:953380923
166. Glutamine synthetase [Penicillium digitatum Pd1],XP_014534736.1,GI:953380935
167. 40S ribosomal protein S10b [Penicillium digitatum Pd1],XP_014534785.1,GI:953381033
"168. Mitochondrial aconitate hydratase, putative [Penicillium digitatum Pd1]",XP_014534826.1,GI:953381115
"169. Calcium sensor (NCS-1), putative [Penicillium digitatum Pd1]",XP_014534940.1,GI:953381343
170. 40S ribosomal protein S23 [Penicillium digitatum Pd1],XP_014535103.1,GI:953381669
"171. Eukaryotic translation initiation factor 3 subunit EifCf, putative [Penicillium digitatum Pd1]",XP_014535113.1,GI:953381689
172. hypothetical protein PDIP_41870 [Penicillium digitatum Pd1],XP_014535178.1,GI:953381819
"173. 26S proteasome regulatory particle subunit Rpn8, putative [Penicillium digitatum Pd1]",XP_014535295.1,GI:953382053
174. Proteasome subunit alpha type [Penicillium digitatum Pd1],XP_014535416.1,GI:953382295
"175. T-complex protein 1, epsilon subunit, putative [Penicillium digitatum Pd1]",XP_014535471.1,GI:953382405
"176. Oxidoreductase family, NAD-binding Rossmann fold protein [Penicillium digitatum Pd1]",XP_014535587.1,GI:953382637
177. hypothetical protein PDIP_33370 [Penicillium digitatum Pd1],XP_014535941.1,GI:953383345
"178. Transcriptional corepressor Cyc8, putative [Penicillium digitatum Pd1]",XP_014536047.1,GI:953383557
179. Transketolase TktA [Penicillium digitatum Pd1],XP_014536123.1,GI:953383709
180. hypothetical protein PDIP_27470 [Penicillium digitatum Pd1],XP_014536208.1,GI:953383879
181. Adenylyl cyclase-associated protein [Penicillium digitatum Pd1],XP_014536280.1,GI:953384023
182. 60S ribosomal protein L3 [Penicillium digitatum Pd1],XP_014536283.1,GI:953384029
183. Ribosomal protein [Penicillium digitatum Pd1],XP_014536306.1,GI:953384075
"184. Proteasome regulatory particle subunit Rpt3, putative [Penicillium digitatum Pd1]",XP_014536425.1,GI:953384313
185. Catalytic activity: homocitrate synthases convert 2-hydroxybutane-1 [Penicillium digitatum Pd1],XP_014536637.1,GI:953384737
186. 40S ribosomal protein S0 [Penicillium digitatum Pd1],XP_014536842.1,GI:953385147
187. Nucleolar protein nop5 [Penicillium digitatum Pd1],XP_014536850.1,GI:953385163
"188. TRNA splicing protein (Spl1), putative [Penicillium digitatum Pd1]",XP_014536931.1,GI:953385325
189. D-3-phosphoglycerate dehydrogenase [Penicillium digitatum Pd1],XP_014536991.1,GI:953385445
190. 60S ribosomal protein L23 [Penicillium digitatum Pd1],XP_014537003.1,GI:953385469
191. Protein kinase [Penicillium digitatum Pd1],XP_014537038.1,GI:953385539
192. E3 ubiquitin ligase complex SCF subunit sconC [Penicillium digitatum Pd1],XP_014537049.1,GI:953385561
193. Ribosomal L18ae protein family [Penicillium digitatum Pd1],XP_014537230.1,GI:953385923
194. Eukaryotic translation initiation factor eIF-5A [Penicillium digitatum Pd1],XP_014537294.1,GI:953386051
"195. Actin, gamma [Penicillium digitatum Pd1]",XP_014537511.1,GI:953386485
"196. Proteasome regulatory particle subunit Rpt6, putative [Penicillium digitatum Pd1]",XP_014537659.1,GI:953386781
197. hypothetical protein PDIP_16150 [Penicillium digitatum Pd1],XP_014537784.1,GI:953387031
198. Clathrin heavy chain [Penicillium digitatum Pd1],XP_014537788.1,GI:953387039
199. hypothetical protein PDIP_12340 [Penicillium digitatum Pd1],XP_014537847.1,GI:953387157
200. hypothetical protein PDIP_12490 [Penicillium digitatum Pd1],XP_014537862.1,GI:953387187
201. Outer mitochondrial membrane protein porin [Penicillium digitatum Pd1],XP_014537935.1,GI:953387333
"202. Asparagine synthetase Asn2, putative [Penicillium digitatum Pd1]",XP_014537936.1,GI:953387335
203. T-complex protein 1 subunit delta [Penicillium digitatum Pd1],XP_014538079.1,GI:953387621
204. Glucose-6-phosphate 1-dehydrogenase [Penicillium digitatum Pd1],XP_014538281.1,GI:953388025
205. hypothetical protein PDIP_10970 [Penicillium digitatum Pd1],XP_014538482.1,GI:953388427
"206. 40S ribosomal protein S5, putative [Penicillium digitatum Pd1]",XP_014538537.1,GI:953388537
207. Phosphoribosylaminoimidazole-succinocarboxamide synthase [Penicillium digitatum Pd1],XP_014538796.1,GI:953389055
"208. Glutamate carboxypeptidase, putative [Penicillium digitatum Pd1]",XP_014538881.1,GI:953389225
209. Histone H2A [Penicillium digitatum Pd1],XP_014538909.1,GI:953389281
210. Histone H2B [Penicillium digitatum Pd1],XP_014538910.1,GI:953389283
211. RPT2-26S proteasome regulatory subunit [Moesziomyces antarcticus],XP_014657472.1,GI:955494003
212. hypothetical protein AC631_06000 [Debaryomyces fabryi],XP_015464343.1,GI:998523947
"213. hypothetical protein AC631_05981, partial [Debaryomyces fabryi]",XP_015464362.1,GI:998523985
214. 40S ribosomal protein S1-A [Debaryomyces fabryi],XP_015466833.1,GI:998528937
215. Nucleoside diphosphate kinase [Debaryomyces fabryi],XP_015467830.1,GI:998530937
216. Histone H4 [Debaryomyces fabryi],XP_015469089.1,GI:998533455
217. 40S ribosomal protein S18-B [Debaryomyces fabryi],XP_015469578.1,GI:998534433
218. 40S ribosomal protein S22 [Debaryomyces fabryi],XP_015470017.1,GI:998535311
"219. Oxidoreductase, N-terminal [Penicillium expansum]",XP_016603604.1,GI:1026954625
220. Mitochondrial carrier protein [Penicillium expansum],XP_016603265.1,GI:1026956931
"221. ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter [Penicillium expansum]",XP_016603218.1,GI:1026958405
222. protein of unknown function DUF619 [Penicillium expansum],XP_016602892.1,GI:1026958771
"223. Chaperone, tailless complex polypeptide 1 [Penicillium expansum]",XP_016602950.1,GI:1026959235
"224. Cytochrome c1, transmembrane anchor, C-terminal [Penicillium expansum]",XP_016602972.1,GI:1026959411
"225. Small GTPase superfamily, ARF/SAR type [Penicillium expansum]",XP_016603051.1,GI:1026960037
"226. RNA polymerase, alpha subunit [Penicillium expansum]",XP_016602802.1,GI:1026960633
"227. Peptidase M16, core [Penicillium expansum]",XP_016602853.1,GI:1026961135
228. tubulin beta chain [Spizellomyces punctatus DAOM BR117],XP_016609978.1,GI:1026961601
"229. Phosphoenolpyruvate carboxykinase, N-terminal [Penicillium expansum]",XP_016602670.1,GI:1026963417
230. Myo-inositol-1-phosphate synthase [Penicillium expansum],XP_016602456.1,GI:1026965011
"231. Alcohol dehydrogenase superfamily, zinc-type [Penicillium expansum]",XP_016602459.1,GI:1026965031
"232. Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal [Penicillium expansum]",XP_016602312.1,GI:1026966787
"233. ATPase, AAA-type, core [Penicillium expansum]",XP_016602313.1,GI:1026966797
"234. Electron transfer flavoprotein, alpha subunit, C-terminal [Penicillium expansum]",XP_016602103.1,GI:1026967435
235. Septin [Penicillium expansum],XP_016602131.1,GI:1026967707
236. Ribosomal protein S15P [Penicillium expansum],XP_016602134.1,GI:1026967737
"237. Zinc finger, PHD-type [Penicillium expansum]",XP_016602137.1,GI:1026967763
238. Proteasome A-type subunit [Penicillium expansum],XP_016602027.1,GI:1026968291
"239. Fatty acid desaturase, type 1, core [Penicillium expansum]",XP_016602034.1,GI:1026968363
240. Translation initiation factor IF6 [Penicillium expansum],XP_016602060.1,GI:1026968615
241. Pseudouridine synthase II [Penicillium expansum],XP_016602096.1,GI:1026968981
242. Glucose-methanol-choline oxidoreductase [Penicillium expansum],XP_016601993.1,GI:1026969191
243. Actin-related protein 3 [Penicillium expansum],XP_016601651.1,GI:1026972990
"244. Small GTPase superfamily, Rab type [Penicillium expansum]",XP_016601465.1,GI:1026974362
"245. NADH-quinone oxidoreductase, chain G, C-terminal [Penicillium expansum]",XP_016601471.1,GI:1026974420
"246. ATPase, F0/V0 complex, subunit C [Penicillium expansum]",XP_016601138.1,GI:1026977118
247. Ribosomal protein L22e [Penicillium expansum],XP_016601147.1,GI:1026977212
"248. K Homology, prokaryotic type [Penicillium expansum]",XP_016601182.1,GI:1026977572
249. Ribosomal protein L7A/L8 [Penicillium expansum],XP_016600839.1,GI:1026978818
"250. Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3 [Penicillium expansum]",XP_016600846.1,GI:1026978890
251. hypothetical protein PEX2_053460 [Penicillium expansum],XP_016600871.1,GI:1026979138
252. hypothetical protein PEX2_053600 [Penicillium expansum],XP_016600885.1,GI:1026979276
253. Ribosomal protein S13 [Penicillium expansum],XP_016600945.1,GI:1026979866
254. hypothetical protein PEX2_055310 [Penicillium expansum],XP_016600803.1,GI:1026980928
"255. Porin, eukaryotic type [Penicillium expansum]",XP_016600495.1,GI:1026984174
256. Fatty acid hydroxylase [Penicillium expansum],XP_016600449.1,GI:1026984224
257. Phenylalanyl-tRNA synthetase [Penicillium expansum],XP_016600328.1,GI:1026986466
"258. Peptidase M16, core [Penicillium expansum]",XP_016600359.1,GI:1026986774
"259. Coproporphyrinogen III oxidase, aerobic [Penicillium expansum]",XP_016600372.1,GI:1026986902
260. hypothetical protein PEX2_068620 [Penicillium expansum],XP_016599846.1,GI:1026991238
"261. Ketol-acid reductoisomerase, fungi [Penicillium expansum]",XP_016599882.1,GI:1026991588
"262. ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter [Penicillium expansum]",XP_016599959.1,GI:1026992326
263. Ribosomal protein L16 [Penicillium expansum],XP_016599340.1,GI:1026994552
"264. ATPase, AAA-type, core [Penicillium expansum]",XP_016599413.1,GI:1026995252
"265. Helicase, C-terminal [Penicillium expansum]",XP_016599279.1,GI:1026995728
266. Translation initiation factor 2A [Penicillium expansum],XP_016599164.1,GI:1026996179
267. Winged helix-turn-helix transcription repressor DNA-binding [Penicillium expansum],XP_016599180.1,GI:1026996339
268. Terpenoid synthase [Penicillium expansum],XP_016599181.1,GI:1026996349
269. Coenzyme Q biosynthesis Coq4 [Penicillium expansum],XP_016599201.1,GI:1026996547
"270. Small GTPase superfamily, Rab type [Penicillium expansum]",XP_016599211.1,GI:1026996649
271. Septin [Penicillium expansum],XP_016599025.1,GI:1026997887
272. GDP dissociation inhibitor [Penicillium expansum],XP_016598872.1,GI:1026999853
"273. actin-A3b, cytoplasmic [Spizellomyces punctatus DAOM BR117]",XP_016607082.1,GI:1026999975
"274. Argininosuccinate synthetase, catalytic/multimerization domain body [Penicillium expansum]",XP_016598750.1,GI:1027001697
275. Heat shock protein 70 family [Penicillium expansum],XP_016598777.1,GI:1027001957
276. polyubiquitin [Spizellomyces punctatus DAOM BR117],XP_016606575.1,GI:1027002791
"277. Peptidase T1A, proteasome beta-subunit [Penicillium expansum]",XP_016598376.1,GI:1027005299
"278. Nucleic acid-binding, OB-fold [Penicillium expansum]",XP_016597963.1,GI:1027006739
"279. Chaperone, tailless complex polypeptide 1 [Penicillium expansum]",XP_016598013.1,GI:1027007231
"280. Translation elongation/initiation factor/Ribosomal, beta-barrel [Penicillium expansum]",XP_016598093.1,GI:1027008041
281. ERGosterol biosynthesis methyltransferase [Penicillium expansum],XP_016598107.1,GI:1027008177
"282. Chaperone, tailless complex polypeptide 1 [Penicillium expansum]",XP_016597892.1,GI:1027010048
283. Cytochrome P450 [Penicillium expansum],XP_016597709.1,GI:1027011330
284. Ribosomal protein L21e [Penicillium expansum],XP_016597624.1,GI:1027012302
285. Ribosomal protein S4e [Penicillium expansum],XP_016597635.1,GI:1027012410
"286. Synthesis of cytochrome c oxidase, Sco1/Sco2 [Penicillium expansum]",XP_016597502.1,GI:1027013126
"287. ATPase, AAA-type, core [Penicillium expansum]",XP_016597213.1,GI:1027016652
"288. Ribosomal protein L31, mitochondrial [Penicillium expansum]",XP_016597161.1,GI:1027016798
"289. Aminoacyl-tRNA synthetase, class 1a, anticodon-binding [Penicillium expansum]",XP_016597169.1,GI:1027016878
290. Adenosylhomocysteinase [Penicillium expansum],XP_016597155.1,GI:1027018094
291. Ribosomal protein L15e [Penicillium expansum],XP_016597012.1,GI:1027018248
